datetime,SNX-USD,XTZ-USD,ICP-USD,ETC-USD,ZEC-USD,LINK-USD,MKR-USD,ATOM-USD,BCH-USD,CELO-USD,ENJ-USD,RUNE-USD,FIL-USD,ZRX-USD,TRX-USD,YFI-USD,COMP-USD,XLM-USD,EOS-USD,NEAR-USD,ALGO-USD,XMR-USD,SUSHI-USD,ADA-USD,UMA-USD,BTC-USD,DOT-USD,CRV-USD,SOL-USD,DOGE-USD,LTC-USD,AAVE-USD,UNI-USD,MATIC-USD,1INCH-USD,AVAX-USD,ETH-USD
2023-05-06T14:00:00.000Z,2.371,0.984,5.6,18.88,35.6,6.936,690,10.818,116.3,0.56,0.368,1.29,5.04,0.24,0.07,7935,38.8,0.0922,0.982,1.755,0.1738,154.7,0.999,0.378,2.47,28677,5.62,0.9052,21.776,0.0767,82.7,69.27,5.337,0.9558,0.441,16.59,1879
2023-05-06T15:00:00.000Z,2.363,0.982,5.58,18.84,35.6,6.925,688,10.799,116.1,0.559,0.366,1.288,5.02,0.238,0.07,7923,38.7,0.0922,0.975,1.756,0.1734,155,0.993,0.376,2.47,28645,5.61,0.9044,21.823,0.0766,82.5,68.95,5.315,0.9559,0.439,16.58,1880.9
2023-05-06T16:00:00.000Z,2.365,0.981,5.59,18.87,35.6,6.918,689,10.841,116.1,0.559,0.366,1.285,5.03,0.239,0.07,7945,38.7,0.0922,0.979,1.763,0.1734,155.1,0.991,0.377,2.45,28735,5.62,0.9084,21.829,0.0768,82.7,68.95,5.315,0.9576,0.44,16.52,1885.7
2023-05-06T17:00:00.000Z,2.384,0.988,5.59,18.87,35.6,6.935,689,10.861,116.8,0.561,0.366,1.288,5.03,0.24,0.07,7935,38.8,0.0922,0.979,1.777,0.1747,155.1,0.991,0.377,2.42,28809,5.62,0.9117,22.039,0.0769,83.1,69.65,5.294,0.9651,0.44,16.52,1886.4
2023-05-06T18:00:00.000Z,2.393,0.989,5.6,19.05,35.6,6.968,693,10.937,117.5,0.563,0.368,1.298,5.09,0.241,0.07,7922,39.1,0.0922,0.979,1.78,0.1743,155.1,0.993,0.381,2.4,28997,5.69,0.9142,22.13,0.0774,83.9,69.76,5.29,0.98,0.446,16.73,1904.5
2023-05-06T19:00:00.000Z,2.408,0.989,5.6,19.05,35.6,6.968,694,10.937,117.5,0.565,0.371,1.298,5.09,0.241,0.07,7914,39.4,0.0922,0.979,1.78,0.1743,155.1,1,0.381,2.39,28892,5.69,0.9118,22.13,0.0774,84,70.42,5.33,0.983,0.446,16.73,1905.9
2023-05-06T20:00:00.000Z,2.4,0.989,5.6,19.05,35.6,6.968,694,10.937,117.5,0.565,0.371,1.297,5.09,0.241,0.07,7914,39.4,0.0922,0.979,1.78,0.1743,155.1,1,0.381,2.39,28860,5.69,0.9118,22.13,0.0774,84,70.42,5.33,0.979,0.446,16.73,1901.1
2023-05-06T21:00:00.000Z,2.393,0.984,5.56,19.05,35.6,6.932,690,10.937,117.5,0.565,0.369,1.297,5.08,0.241,0.07,7856,39.3,0.0922,0.986,1.768,0.1751,155.1,0.998,0.381,2.35,28798,5.69,0.9118,22.006,0.0774,83.8,69.66,5.33,0.9793,0.446,16.64,1898.7
2023-05-06T22:00:00.000Z,2.4,0.984,5.57,19.06,36.1,6.958,690,10.937,117,0.561,0.369,1.297,5.08,0.241,0.07,7899,39.3,0.0922,0.987,1.77,0.1751,155.1,0.998,0.379,2.33,28883,5.64,0.9058,22.006,0.0769,83.8,69.66,5.303,0.9793,0.446,16.64,1899.5
2023-05-06T23:00:00.000Z,2.4,0.984,5.57,19.06,35.9,6.941,690,10.937,117.2,0.561,0.37,1.297,5.08,0.241,0.07,7899,39.3,0.0922,0.986,1.77,0.1751,155.1,0.997,0.379,2.33,28901,5.65,0.9033,21.966,0.0769,83.8,69.81,5.303,0.9793,0.446,16.64,1901
2023-05-07T00:00:00.000Z,2.395,0.984,5.57,19.06,35.9,6.948,692,10.85,117.2,0.563,0.37,1.297,5.08,0.241,0.07,7917,39.4,0.0922,0.986,1.777,0.1745,157.2,0.997,0.381,2.38,28979,5.65,0.9067,21.876,0.0769,83.7,69.77,5.298,0.9779,0.446,16.62,1910.3
2023-05-07T01:00:00.000Z,2.397,0.98,5.63,19.04,36,6.933,699,10.86,117,0.562,0.369,1.301,5.09,0.241,0.07,7927,39.3,0.0922,0.986,1.782,0.1753,157.2,1.002,0.38,2.39,28936,5.67,0.9085,21.876,0.077,83.8,70.02,5.299,0.9782,0.448,16.57,1908.8
2023-05-07T02:00:00.000Z,2.376,0.977,5.57,19.04,35.8,6.898,692,10.86,117,0.562,0.369,1.294,5.07,0.241,0.0703,7911,39.3,0.0922,0.981,1.77,0.1747,157.2,1.002,0.38,2.43,28885,5.65,0.905,21.862,0.0768,83.4,69.42,5.271,0.9697,0.447,16.57,1895.7
2023-05-07T03:00:00.000Z,2.376,0.975,5.59,18.89,35.6,6.898,691,10.86,117,0.558,0.365,1.294,5.07,0.24,0.0703,7899,38.9,0.0922,0.981,1.758,0.1745,157.2,0.998,0.38,2.41,28833,5.65,0.902,21.834,0.0768,83.4,69.42,5.255,0.9697,0.445,16.57,1895
2023-05-07T04:00:00.000Z,2.385,0.976,5.59,18.96,35.6,6.908,696,10.86,117,0.561,0.368,1.296,5.07,0.24,0.0703,7899,38.9,0.0922,0.981,1.758,0.1741,158,0.998,0.38,2.49,28857,5.65,0.902,21.94,0.0768,83.4,69.47,5.274,0.9697,0.448,16.57,1897.5
2023-05-07T05:00:00.000Z,2.39,0.98,5.63,18.89,35.6,6.908,696,10.841,117,0.562,0.368,1.296,5.07,0.24,0.0703,7899,38.9,0.0922,0.981,1.758,0.1746,158,0.998,0.38,2.49,28885,5.65,0.902,21.94,0.0768,83.4,69.71,5.274,0.9758,0.448,16.57,1900.9
2023-05-07T06:00:00.000Z,2.39,0.976,5.63,18.96,35.6,6.908,696,10.841,117,0.562,0.368,1.296,5.07,0.24,0.0703,7899,38.9,0.0924,0.981,1.758,0.1746,158,0.998,0.38,2.49,28886,5.65,0.902,22.03,0.0768,83.4,69.71,5.274,0.9758,0.448,16.57,1900.9
2023-05-07T07:00:00.000Z,2.39,0.976,5.63,18.96,35.6,6.908,696,10.841,117,0.562,0.368,1.296,5.07,0.24,0.0703,7899,38.9,0.0924,0.981,1.758,0.1746,158,1.002,0.38,2.49,28904,5.65,0.902,22.03,0.0768,83.4,69.71,5.274,0.9758,0.448,16.57,1900.9
2023-05-07T08:00:00.000Z,2.39,0.976,5.63,18.96,35.5,6.911,696,10.841,117.2,0.562,0.368,1.296,5.07,0.24,0.0703,7926,38.9,0.0924,0.981,1.758,0.1746,158,0.998,0.38,2.49,28904,5.65,0.9093,22.03,0.0768,83.5,69.71,5.29,0.9758,0.448,16.57,1901.2
2023-05-07T09:00:00.000Z,2.39,0.976,5.63,18.96,35.5,6.929,696,10.841,117.2,0.562,0.368,1.296,5.07,0.24,0.0703,7926,38.9,0.0924,0.981,1.758,0.1746,158,1.002,0.38,2.49,28887,5.64,0.9062,22.03,0.0768,83.5,69.71,5.271,0.9758,0.448,16.57,1901.2
2023-05-07T10:00:00.000Z,2.39,0.976,5.63,18.96,35.5,6.911,696,10.841,117.2,0.562,0.368,1.296,5.08,0.24,0.0703,7926,38.9,0.0924,0.981,1.758,0.1746,158,1.002,0.38,2.49,28887,5.64,0.9062,22.03,0.0768,83.5,69.71,5.271,0.9758,0.448,16.57,1894.8
2023-05-07T11:00:00.000Z,2.39,0.976,5.63,18.96,35.5,6.911,696,10.842,116.9,0.562,0.368,1.296,5.08,0.24,0.0703,7926,38.9,0.0924,0.981,1.758,0.1746,158,1.002,0.38,2.49,28830,5.64,0.9062,22.03,0.0768,83.5,69.71,5.291,0.9758,0.448,16.57,1894.8
2023-05-07T12:00:00.000Z,2.39,0.976,5.63,18.96,35.5,6.93,696,10.842,117.2,0.562,0.368,1.296,5.08,0.241,0.0703,7926,38.9,0.0924,0.981,1.758,0.1746,158,1.002,0.38,2.49,28904,5.64,0.9062,22.03,0.0768,83.5,69.66,5.291,0.9758,0.448,16.57,1901.5
2023-05-07T13:00:00.000Z,2.39,0.976,5.63,18.96,35.5,6.93,696,10.842,117.2,0.562,0.368,1.296,5.08,0.241,0.0699,7926,38.9,0.0924,0.981,1.758,0.1746,158,1.002,0.38,2.49,28830,5.64,0.9061,22.03,0.0768,83.5,69.66,5.291,0.9758,0.448,16.57,1902
2023-05-07T14:00:00.000Z,2.38,0.976,5.63,18.96,35.5,6.93,696,10.842,117.2,0.562,0.368,1.296,5.08,0.241,0.0699,7926,38.9,0.0924,0.981,1.758,0.1746,158,1.002,0.38,2.49,28910,5.64,0.9093,22.03,0.0768,83.5,69.71,5.291,0.9758,0.448,16.57,1902
2023-05-07T15:00:00.000Z,2.38,0.976,5.63,18.96,35.5,6.93,696,10.842,117.2,0.562,0.368,1.296,5.08,0.241,0.0699,7926,38.9,0.0924,0.981,1.758,0.1746,158,1.002,0.38,2.49,28826,5.64,0.9093,21.953,0.0768,83.5,69.71,5.271,0.9758,0.448,16.57,1902
2023-05-07T16:00:00.000Z,2.38,0.976,5.63,18.96,35.5,6.911,696,10.842,117.2,0.562,0.368,1.296,5.08,0.239,0.0699,7897,38.9,0.0924,0.981,1.762,0.1739,158,1.002,0.38,2.49,28912,5.64,0.9058,21.953,0.0768,83.5,69.71,5.292,0.9748,0.449,16.59,1903.8
2023-05-07T17:00:00.000Z,2.39,0.976,5.63,18.96,35.5,6.93,696,10.843,117.2,0.562,0.368,1.296,5.08,0.239,0.0699,7897,38.9,0.0924,0.981,1.762,0.1747,157.3,1.002,0.38,2.49,28915,5.64,0.9058,21.953,0.0768,83.5,69.71,5.292,0.9748,0.446,16.59,1903.9
2023-05-07T18:00:00.000Z,2.39,0.976,5.63,18.96,35.5,6.93,696,10.843,117.2,0.559,0.368,1.296,5.08,0.241,0.0699,7897,38.9,0.0924,0.981,1.762,0.1747,157.3,1.002,0.38,2.49,28915,5.64,0.9058,21.953,0.0768,83.5,69.71,5.292,0.9748,0.446,16.59,1903.9
2023-05-07T19:00:00.000Z,2.39,0.976,5.6,18.89,35.5,6.93,696,10.843,117.2,0.559,0.366,1.296,5.09,0.24,0.0699,7897,38.9,0.0924,0.981,1.761,0.1747,157.3,0.998,0.38,2.49,28915,5.64,0.9058,21.953,0.0768,83.5,69.44,5.292,0.9748,0.449,16.59,1903.9
2023-05-07T20:00:00.000Z,2.39,0.976,5.6,18.93,35.5,6.911,696,10.843,117.2,0.562,0.366,1.291,5.09,0.24,0.0699,7897,38.9,0.0924,0.981,1.761,0.1747,157.4,0.998,0.379,2.49,28915,5.64,0.9058,22.03,0.0768,83.5,69.44,5.292,0.9748,0.449,16.59,1903.9
2023-05-07T21:00:00.000Z,2.39,0.976,5.6,18.93,35.5,6.911,696,10.843,117.2,0.562,0.366,1.291,5.09,0.241,0.0699,7897,38.9,0.0924,0.981,1.761,0.1747,157.4,0.998,0.379,2.49,28915,5.64,0.9058,22.03,0.0768,83.5,69.44,5.292,0.9748,0.449,16.59,1903.9
2023-05-07T22:00:00.000Z,2.39,0.976,5.6,18.93,35.5,6.911,696,10.843,117.2,0.562,0.367,1.296,5.09,0.239,0.0699,7897,38.9,0.0924,0.98,1.761,0.1747,157.4,0.998,0.379,2.49,28800,5.64,0.9058,22.03,0.0768,83.5,69.55,5.271,0.972,0.449,16.59,1894.8
2023-05-07T23:00:00.000Z,2.39,0.975,5.6,18.89,35.5,6.911,696,10.852,116.7,0.562,0.367,1.291,5.09,0.239,0.0699,7897,39,0.0924,0.979,1.761,0.1739,157.4,0.997,0.379,2.49,28782,5.64,0.9058,22,0.0768,83.5,69.42,5.271,0.9719,0.449,16.52,1893.8
2023-05-08T00:00:00.000Z,2.39,0.975,5.6,18.93,35.7,6.93,696,10.801,116.7,0.559,0.366,1.291,5.06,0.239,0.0699,7897,39,0.0924,0.978,1.761,0.1739,157.4,0.997,0.379,2.49,28782,5.64,0.9058,21.953,0.0768,83.5,69.42,5.27,0.9758,0.449,16.52,1903.9
2023-05-08T01:00:00.000Z,2.38,0.975,5.63,18.86,35.5,6.908,693,10.779,117.2,0.562,0.368,1.29,5.06,0.239,0.0699,7884,39,0.0924,0.984,1.761,0.1736,157.4,0.996,0.381,2.49,28771,5.64,0.9058,21.951,0.0767,83.5,69.31,5.269,0.9719,0.446,16.52,1903.9
2023-05-08T02:00:00.000Z,2.39,0.975,5.63,18.93,35.7,6.908,696,10.779,117.2,0.562,0.366,1.29,5.06,0.241,0.0699,7884,39,0.0924,0.984,1.761,0.1736,157.4,1.002,0.381,2.47,28771,5.64,0.9058,21.951,0.0772,83,69.31,5.292,0.9758,0.446,16.59,1893
2023-05-08T03:00:00.000Z,2.38,0.975,5.63,18.93,35.7,6.908,696,10.779,117.2,0.562,0.366,1.29,5.06,0.241,0.0699,7884,39.2,0.0924,0.984,1.761,0.1747,157.4,1.002,0.381,2.47,28771,5.64,0.9058,22.03,0.0772,83,69.31,5.292,0.9758,0.446,16.59,1893
2023-05-08T04:00:00.000Z,2.38,0.975,5.63,18.93,35.7,6.908,696,10.779,117.2,0.562,0.366,1.29,5.09,0.241,0.0699,7884,39,0.0924,0.984,1.761,0.1747,157.4,1.002,0.381,2.47,28771,5.64,0.9058,22.03,0.0772,83,69.31,5.292,0.9758,0.446,16.59,1893
2023-05-08T05:00:00.000Z,2.38,0.975,5.63,18.93,35.7,6.908,696,10.779,117.2,0.562,0.366,1.29,5.09,0.241,0.0699,7884,39,0.0924,0.984,1.761,0.1747,157.4,1.002,0.381,2.47,28771,5.64,0.9058,22.03,0.0772,83,69.31,5.292,0.9758,0.446,16.59,1893
2023-05-08T06:00:00.000Z,2.38,0.975,5.63,18.93,35.5,6.908,693,10.779,117.2,0.562,0.366,1.29,5.09,0.241,0.0699,7884,39,0.0924,0.984,1.761,0.1736,157.4,0.996,0.381,2.47,28771,5.61,0.9058,22.03,0.0772,83,69.3,5.292,0.9758,0.446,16.59,1892.9
2023-05-08T07:00:00.000Z,2.38,0.975,5.63,18.93,35.5,6.908,693,10.778,117.2,0.559,0.366,1.29,5.09,0.239,0.0699,7926,39,0.0924,0.978,1.761,0.1736,157.4,0.996,0.381,2.49,28765,5.64,0.9058,22.03,0.0772,83,69.3,5.292,0.9758,0.446,16.59,1892.8
2023-05-08T08:00:00.000Z,2.38,0.975,5.63,18.93,35.5,6.908,696,10.858,117.2,0.559,0.366,1.29,5.09,0.239,0.0698,7926,39,0.0924,0.978,1.761,0.1736,157.4,0.996,0.381,2.49,28756,5.64,0.9057,22.03,0.0772,83,69.3,5.292,0.9758,0.446,16.59,1892.8
2023-05-08T09:00:00.000Z,2.38,0.975,5.63,18.93,35.5,6.908,696,10.859,117.2,0.559,0.366,1.29,5.06,0.239,0.0698,7884,39,0.0924,0.978,1.761,0.1736,157.3,0.996,0.381,2.49,28752,5.64,0.9057,22.03,0.0772,83,69.3,5.292,0.9719,0.446,16.59,1892.8
2023-05-08T10:00:00.000Z,2.38,0.975,5.63,18.93,35.7,6.93,693,10.778,117.2,0.562,0.368,1.29,5.09,0.239,0.0698,7884,39,0.0924,0.978,1.761,0.1736,157.3,0.996,0.381,2.49,28752,5.64,0.9057,22.03,0.0772,83,69.3,5.292,0.9758,0.446,16.52,1899
2023-05-08T11:00:00.000Z,2.38,0.975,5.63,18.93,35.5,6.908,696,10.778,117.2,0.559,0.368,1.296,5.09,0.239,0.0698,7884,39,0.0924,0.984,1.761,0.1736,157.3,0.996,0.381,2.49,28752,5.64,0.9057,21.951,0.0772,83,69.3,5.292,0.9719,0.446,16.59,1892.6
2023-05-08T12:00:00.000Z,2.39,0.975,5.63,18.93,35.5,6.908,696,10.859,116.5,0.559,0.366,1.29,5.06,0.239,0.0698,7884,39,0.0924,0.984,1.761,0.1736,157.3,1.002,0.381,2.49,27770,5.64,0.9057,21.949,0.0772,83,69.3,5.261,0.9719,0.446,16.59,1892.6
